Nepali_Text,binary_label
कृष्ण इन्साइक्लोपिडिया,0
सन्दीप भण्डारी 🤔😤,0
अञ्जना नेपाल केके हन्क्स हन्क्स क्यान’टी एक्सप्लेन 🤣,0
सन्दीप भण्डारी मा बोल्दा तिमीलाई चाई के हुन्छ ने🤣🤣🤣,0
अञ्जना नेपाल टीएमआई ता नबोलेकै ठिक 🤣🤣🤣,0
सन्तोष हुमागाईं आ हो😪😂,0
प्रतीक रायमाझी यो आइडिया टीडब्लू मैला कुन अर्को विडो मा देखा को थि है😂,0
राधा अर्याल भट्टराई लोङ टाइम वो सो आबा ब्ये ब्ये 🤣🤣🤣,0
यूएस वी क्नि कुमार,0
चिजन दाहाल जाम जाम वोली बिदा नि चा कि कसो 😂😂,0
वर्षा लामिछाने अब कारखाना भरमड मा सुवागत रैछ अब जाम एक एक कार्टून जति लीन,0
जनाबी कुश्मी चौधरी  😂वाइवाई लवर,0
कति करोडक पैस राउटिनी? कि एक कार्टन वाई वाई पायिस?,0
बोयकट्स वाई वाई 💔,0
कसैले यो शेयर नकिन्नु होला है।,0
हात्ती ले गर्दा भाव यो सब हात्ती रुँदै  भन्दै थियो म पनि वाई वाई लाई सँगै लैजान्छु🤣🙈😁,0
वाई वाई मात्र हैन सीजी को अरु फुड प्रोडक्ट्स पानी एक्सए तेसको पानी चेकिङ हुनुपर्यो अनि सीजी मात्र हैन अरु कम्पनी को पानी चेक हुनु पार्क्स...चुतिया हरु साब लाई साइड लाउनु पक्सा,0
वाइ वाइ टो बाइ बाइ 👋😀😀😀,0
वाई वाई  ता मलाई ता कहिले पानी खाना योग्य लागेको थेन गुड आबा सब ले था पाउने वये,0
रुटुले पैसा पाएछ र पाेष्ट गर्याे ।,0
जाउ सबै कारखाना अबलोकन गर्न 😄निरभाना चौधरी लाइले स्वागत गर्ने रे 🤔😄,0
राउटिन ओएफ नेपाल बन्दा चौधरि ग्रुप को बचाउ को निम्ति जम्मा १ लाख मै बिकेको भन्ने हल्ला छ नि बजार मा ? 🫢,0
वाई वाई क्सोडर रारा खान थालेको एक्सयू आब,0
आईएएम कमिङ 😂,0
"नघुम्ने....
घुमेर कसरी तह हुन्च..
पब्लिकली सबै ले पसल बाटा रामडम आफै किनेर पब्लिकली खायेर देखाउनुस्",0
"मा आये वेनी तेरो कम्पनी,मलाई १ बन्देल वाई वाई दिनुस् हस🥹",0
वाई वाई आबा सदै को लागी ब्ये ब्ये👋👋👎,0
हस मा भोली अक्सु हाइइ,0
"ए भाइ तिम्रो रेट कति हो? भन त
एउटा समाचार लेख्न पर्ने छ!",0
ओन्ली फोर नेपाल भन्दै बेच्छौ त । कम क्वालिटिको बनाएर !,0
åăřटीî  åभî जाने हो जाम 😁😁😁,0
से नो टो सीजी नुडल्स,0
"साच्चै हो भने तथ्य सहित देखाए भैगो नि ,किन बोलिराख्नु पर्थ्यो",0
ए रुटिने पैसा खा लागी जे नि नगर है वाई वाई हैन बाई बाई हो अब,0
कती लाखको पोस्ट हो यो?,0
जे वायनी आबा चाई खाना बन्दा हो वाई वाई टाटा ब्ये ब्ये 🤕,0
बिनय प्रसाद श्रेष्ठ हजुर बोल्दिनु ता यो कुरामा,0
बिदेशमा पाइनेमा चाहिँ गुणस्तर होला की नत्रभने बिक्री वितरण गर्न पाइदैन नेपालमा तत्काल देखाउनलाई सुधार गरेको होला पैसाको खेल त हो नि सबै,0
मोइले खानु क्सोडी सके मलाई बाल😅😅,0
१ कार्टुन यसलाई नि खाना लगाउनु पर्ने,0
मैले ता थुप्रै वो खाना क्सोडको,0
अस्ति रु ५५० मा गोरखा बजारबाट १ कार्टुन वाइवाइ लिएर कुनामा फालीराखेको छु। के अब मैले ढुक्कसँग प्रयोग गरे हुन्छ त ? भिडियोले गर्दा मैले त्यो कार्टुन अझैसम्म खोलेको छैन। मलाई आइपिओ पार्दिनु है १० कित्ता भए पनि यस्तो जोखिम उठाएर वाइवाइ खाँदै छु।,0
मैले वाई वाई खाना क्सादिये सक्ये अन्कल जीई 😂,0
कति लाख को पोस्ट हो यो रुटु??,0
इ क्विट युर प्रोडक्ट्स इन्क्लुडिङ एल माई फेमिली & रिलेटिभ्स. बोयकट सीजी & इट’स् रिलेटेड थिङ्स 👎👎,0
नराम्रै ताल ले डुब्ने भयो आबा चौधरी परिवार🤣,0
इन्डस्ट्रियल विसित को नि इन्ट्रान्स फी लग्क्सा कि नाए,0
से नो टो वाई वाई...मैला ता किनेको नि डस्टबिन मा फाल्दिसके,0
विल्कुल गलत पाकाउदा वास्ना नै पुरानो पिठोको जस्तो आईरहेछ यो समाचार आएपछि भनेको होइन पहिला देखिको स्वाद पाएको १००%,0
मैले खादिन कसैले खाको देखे पनि २ ४; शब्दको बाड हान्ने बानि छ मलाई  बाल्🤗🤗,0
त्यसे भए एक केजी मासुले कत्ति पिस चाउचाउ बनाउनु हुन्छ भन्दिनु पर्ये😂,0
"बोलेर मात्र भयेन 
आरोप झूट हो भने प्रमानित गरेर पनी देखाउन पर्यो!!
जनताको स्वास्थ्यसंग खेलबाड़ गर्न पाइदैन!",0
आईपीओ के का लागि? पैशा उठाउने कुद्ने शुर हो क्या ?,0
"कार्खाना त एकपटक पुग्या हो त्यहाँ हेरेर गुणस्तर चाहिँ पत्ता लाग्दैन है।गुणस्तरहीन बेचे पनि ठुस्स नगनाउन्जेल कसैले पत्तो पाउँदैन,परिक्षण गर्नेले पुर्ण रुपमा इमानदारीता देखाउँछ/ देखाउँदैन त्यो महत्वपूर्ण हो।",0
"अनि चौधरी जि प्रत्येक बर्ष अर्बमा सम्पती कमाउनेमा एक नम्बर तर कर तिर्नेमा चाई कति नम्बर???
#जयदेश🇳🇵",0
बिजय माक्स,0
राम प्रकाश बुढाथोकी 🙈,0
बिनिता केसी यूएफएफएस यूएफएफएस 😁😆,0
राम प्रकाश बुढाथोकी तिमी घाटा मा जानु वनेको मा घाटामा जानु हो के रामु तेइ वारा🤣🤣🤣😆,0
बिनिता केसी किना डार्लिङ?😆😂,0
"राज घिमिरे वाह वाह…
वाह वाह…👏",0
प्रबीण राउत ७ करोड को हो दै,0
रमेश बोहरा महन्त को मुरात🙏🏽,0
नारायणी महतारा हस😅,0
ललित बुढा क्षेत्री आबा केविन एमडी वयेसी राम्रो हुन्क्सा😆🤣🤣🤣जाउ बचाउ तिम्रो परिवार✊😭🤣,0
मुस्कान थापा हुन्क्सा जाम 😝,0
बिराज श्रेष्ठ कडा चित्त बुज्यो वाई,0
निरञ्जन घिमिरे शेयर डेको होला नि 😂,0
शीतल थापा 😂,0
शिवा अर्याल हा हा,0
भूषण अटोनेपाल हाम्राे मन मा वाइवाइ😀😀हामी सबै काे वाईवाई 🙏,0
मेन्सन गोएस विरल सही हो 😂दिन दिनै १ मोन्थ सम्म वाई वाई मात्र खुवाउनु पार्क्स यिनी हरु लाई🤣,0
कोङखेन बी. राई से नो टो वार,0
रोशन म मगर माता गरिब हरुलाई खान्दिन्क्सु,0
रोशन मगर मलाई ५ बन्डले सबको चटपट ब्नेयर्व बेच्क्सु १०-१५ हजार ता आइहाल्क्स,0
हेमन्त कडेल साई हो 😂😂,0
बिशाल रावोट नखाने वय तेरो रुम को कार्टुन मलाई पठाइदेऊ टीडब्लू वाई😂🤣,0
सन्दीप पौडेल ❤️,0
के हुँदै छ मुजि यो नेपालमा 😁,1
एल क्रेडिट गोएस टो सरबन यादव चोर फाठा गाढा मेयर,1
"भाग्य हुनुपर्छ चाक मा पनि बत्ति बल्छ।
एक्जाम्पल : जुनकिरी 😊🤭",1
घाँटी ले देश लाई घण्टा जस्तो बनौक्सा नि फेरी 😂,1
साला मिर्चैया को मेयर कहिले रोड बनाउदैन खट्ये साला,1
हावा जेपीटी पोस्ट नगर मुला 😡,1
यो मुजी रबी दै ले निः के के गार्क्सा गार्क्सा,1
नेक्सराड रा जानी जानी जङ्गल मुनी को खानी खन्न को लागी लगागो आआगो लागी को कमल (थ्यांक्स टो एमसीसी),1
हुस्सु लागेको हो मुला रुटिने।।। कुनै पनि कुरा सकारात्मक मा लिने गरुम 🙌😂,1
ह्वाट इस थिस्?,1
वे'रे फेसिङ वेरी बाद क्लाइमेट इन थिस् सिचुएसन 😭😢💔,1
अल्सो शोव थे कन्डिसन ओएफ नारायणघाट- बुटवल. ५०० टाइम्स वर्स्ट थान थिस्!!,1
गुप्ता पिन्टुउ डोस्ट काठी है ए 🤣🤣😂,1
केआरîश् थुक्क,1
आफ्टर १ यियर उ विल सी मिर्चैया इस ब्रान्ड🙈😂,1
ह्वाट आ पिक्चर 🖼️ इ लाइक थिस्🤣😅🥵,1
"सिरहा जिल्ला नै एस्तै एक्सए
बदनाम चाई मिर्चैया एक्सए😂",1
ह्येरता हावा हुरी चलेको पानी पार्न लाइछ😂,1
"म पहिलो कमेन्ट गरौं भन्दै थिएँ तर देशमा चरम बेरोजगारी छ, तोरीहरु जतिबेलै अनलाइन छन् ।🥴",1
ब्रेट मा पानी हावा लाई देउ वागमान,1
इ फील थिस्🤬🤬😪,1
सिराहा जिल्लाको सबै भनदा घटिया र फोहोर ठाउ मीरचैया हो।🙏🙏,1
ज्याक मिर्चैया-८ ज्याक मिर्चैया वे हेव टो मेक आ नोइज थिस् इस इनाउघ.......,1
हाम्रो घ्र तिरा बाटा लागेको सबै🤦🏻‍♀️अस्ति को हावा ले,1
हिजो अस्ति को होला आजा देखि टीडब्लू जैना हावा😌,1
राकेश गोस्वामिराज-येश यादव लुक एटी थिस्😃😃😆,1
चिनिया सरकार को सालो नेतृत्वपंक्ति हरु चसमा खोलेर हेर ।स्वस्थ नै धन हो ।कती पीड़ा मा छ स्थनिय हरु व्यापार चौपट छ रोड बाट ले गर्दा बैंक लाई बियाज तिर्न नसकेर घर जागा लिलामि मा गायसक्यो रोड मा आइसक्यो भनथे रोड को हालत यस्तो छ । अब त संसद नेता कै घर मा जाने हैंन ।,0
"नेपाल मा मरुभूमि थिएन त्यसैले सरकार ले कृतिम मरुभूमि बनाई दिएको मा कुटी कुटी धनबाद । अब ""मिर्चैया"" को नामकरण पनि ""मर्भुमिचैया"" गरिदिनु हुन हार्दिक अनुरोध गर्दछौ 🙏",0
"लोकसेवा पढ्ने साथीहररु को लागि महत्वपुर्ण प्रस्न 

नेपालमा धुलोको राजधानी भनेर कुन सहरलाई चिनिन छ 
१:कलैया 
२:बिरगंज 
३:काठमाडौँ 
४:सिराहा",0
मिर्चैया इस ओने ओएफ स्मार्ट सिटी इन सिरहा,0
येस्तो हुदा नि सीएलजी लगायो इटहरीमा 😭,0
प्राउड टो बे सिरहाली🤧,0
येस्तो ता भयेन नि 😅,0
आबा बेस्ट क्राइम सिटी अवार्ड वेतना व्यो #मिर्चैया लाई,0
प्राउड टो बे आ मिर्चैया रेसिडेन्ट,0
लाइक पुस माघ तुसारो,0
मा ता हराये कहा एक्सयू माह..यो रोड मा 😂😂😂,0
वेल कोम टो स्मार्ट सिटी मिर्चैया क. प्रचण्ड / कमरेड प्रचण्ड के प शर्मा ओली रबी लामिछाने नेपाल पुलिस प्रभु साह बिरेन्द्र महतो अजय शंकर नायक शर्वण यादव अंजय साह,0
तियो बाइक कुदाउने रुपेश शाह रुपेश साह साह रुपेश होकी 🤣🤣,0
ब्रो ट्रावल फ्रम नार्याङघाट  टो बुटवल 🤣🤣उ विल नोव थे कन्डिसन ओएफ युर रोड इस टू गुड,0
प्राउड मोमेन्ट 😊🤚,0
"ह्वेन वे वेरे इन थे बोर्डिङ स्कुल, इ युज्ड टो सिट नियर थे विन्डो फेसिङ थे किचेन. थेँ इ साव ओने चेफ पुटिङ  सोमे साल्ट इन आ पोट ओएफ बिन्स. लेटर ओन एनोदर ओने केम विथ साल्ट अगैं हे वान्टेड टो एड टो थे समे पोट. इ फोरगट थात इ वास इन क्लास  एन्ड इ शाउटेड.
""साल्ट इस अलरेडी एडेड ""😲",0
कंग्र्याचुलेसन्स मधेश प्रदेश ओन युर अचिभमेन्ट,0
"इस्ट वेस्ट
मिर्चैया इस बेस्ट🤣",0
समे टू इटाहारी एटी मोर्निङ टाइम,0
ग्रेट नेपाल😅,0
ह्वेयर इस हाइवे ?,0
प्राउड मोमेन्ट ओएफ मिर्चैया स्मार्ट सिटी 🤣🤣,0
स्मार्ट सिटी फोर आ रिजन 🤣😅,0
"स्मार्ट सिटी ❤️😊
#मिर्चैया",0
उनको मन जस्तै धमिलो दृश्य 😒😒,0
वोव सो ब्युटिफुल ब्लरी पिक स्यालुट🫡 टो थे क्यामरा मन,0
ŕăबीìñ ýàďâवी  राजु हाउ कि केना 😂,0
हिरो,0
आईटीएस अल्वेज वर्स्ट टो बिकम बेस्ट,0
"यस्तै हो नेपाल 
६ महिनामा सम्पन्न हुने काम लाई १० बर्सा लगौक्सा 
हरियाली लाई पानी मरुभूमि बनौक्सा 
कथै मेरो सिरहा 😑",0
धुलो माटो ले बनेको हुस्सु(कुहिरो)।,0
@हाइलाइट  बालेर गाडी कुदाउनु होला,0
आ गुड साइन.. बनाउनको लागी भत्काउन त परी हाल्यो नि,0
काजल शाह हजुर लाई केही भानु एक्स,0
अमित यादव 😃😃,0
"कोम टो पोखरा, योउ विल रियलाइज विच ओने इस मोर वर्स्ट",0
आगी आगोलागी वको सिरहा मा हो६१ घर जलेको,0
राकेश यादव अब टीडब्लू लाजै लाग्नु पर्ने 😬,0
जीबन लामा केही गर्न परियो है आबा चाई,0
पंकज यादव के हो एयो 😂,0
अलिक काम धुलो वेक्स्ट 😁😅,0
प्राउड ओएफ माई कन्ट्री ☺️,0
लाईट किन न बालेको तयो बाईक ले 😂😂,0
सरु थापा तिमी गोरी हुनुको राज🤭,0
पìňķï šह्āřमå देख अपन घर के रास्ता😂😢,0
रोड टो हेवन,0
४०°सी मा नि हुस्सु 🌫️ लाग्ने देश 😎,0
@हाइलाइट,0
हब्बी कोम टो इटहरी धारण रोड,0
श्āह् ãरüñ,0
"धरानमा विकास मैले ल्याएको भन्दै थिए हर्क साम्पाङ
फेरि विकास को बौ आमा हामीले ल्याएको भन्दै थिए जसको विश्व गर्नु र खोइ 🤭🤣",0
जातवहाबी आग्लो लगायेशी पोल्युशन गरेशी येस्तैइ हो हनी,0
"पियोपले ओएफ मिर्चैया शोल्ड बे स्ट्राइक वेरी स्ट्रिक्टली  
#मिजरेबल",0
सुमित शाह 😅,0
नोट ओन्ली कन्डिसन्स ओएफ इस्ट वेस्ट हाइवे😌 इट वास थे कन्डिसन ओएफ नेपाल,0
"सिरहा डिस्ट्रिक्ट ❌ 
सहारा डेजर्ट ✅",0
बाइक मा दाजु चाई मेरो एक्स हो है,0
श्याम यादव बाबु सुन्चाई चास नि,0
काठमाण्डू बे लाइक 'वे आरे समे समे बुट डिफरेन्ट😂😂',0
बेस्ट लोकेसन 🥱🤣,0
रोयल सिटी मिर्चैया,0
मरेको हो सरकार ?? जिॅउदै छौ भन्ने आभास जनतालाई खोइ गराको ??,0
राउटिन ओएफ नेपाल बन्दा मा यो पोस्ट हेर्दा मिर्चैया नगरपालिका जनतालाई अब लाज लाग्न थाल्यो तर मेयर शर्वण यादव लाज लाग्नै मिर्चैया को रोड अवस्था हेरेर यस प्रति मेयरको ध्यान आकर्षण जाओस्।,0
"बेटरी लिएर जाऊ है ""कतै एक्सिडेन्ट"" होला !! 😊",0
बिशाल जैन घर जेभी राउ 😂,0
वर्खरैइ आको एमडब्लू पानी 🤣🤣,0
आम्बो 😂 पुरै साउथ फिल्मको सुटिङ जस्तो पो छ त हाउ,0
अभय शर्मा बिजोग जाउ कि,0
सागर रुवाले मगर के हो टाइट आउदिन है मा 😂,0
विसित नेपाल फोर लाइफ लोङ मेमोरिज!,0
"धुलो होकि?
धुँवा हो?🥱",0
जाडो बादे जस्तो एक्सए तेता,0
"स्मार्ट सिटी ❌
स्*इट सिटी     ✅",0
पावर ओएफ स्मार्ट सिटी मिर्चैया 😁इन स्मार्ट सिटी मिर्चैया डोन मेकअप विथआउट मनी 💰 इट'स् मिन्स बिना धौया के मेकअप हन्क्स स्मार्ट सिटी मिर्चैया मा सबै लाई इन्भाइट एक्स 😁 स्पेशल फोर मेयर ओएफ मिर्चैया म्युनिसिपालिटी @शर्वण यादव😁😁,0
टू मुच फोग,0
इ आम फ्रम नेपाल बुट इ लव सप्तरी,0
सावन यादव हबिबी वेलकम टो सहारा डेजर्ट,0
आकाश शर्मा कता एक्सएस😂,0
हुस्से लागेछ,0
फ्यासिलिटी ओएफ मिर्चैया**,0
बिजोक रमाइलो एक्सए यो बाटो अस्ति मेरो नि बिजोक वाको थियो🥹,0
रोशन यादव  वेरी डेभलप्ड सिटी,0
सदै पोस्ट आउन थलो ता आबा मिर्चैया को🤣,0
गरो एक्सए सिरहा बसी हरु लाई,0
"टो गेन समेथिङ, वे हेव टो लोसे मानी थिङ्स🙏",0
बोयकट क्यान टिल जस्टिस फोर सन्दीप,0
प्लिज विसित केटीएम टो हेटौडा थ्राउघ कुलेखानी रोड ओन्स।,0
जीबन लामा कस्तो चल्दैछ जिन्दगी ?,0
ड्यू टो नोट नेगोशिएबल लिडर ओएफ मिर्चैया 🤣😅,0
प्रचण्ड को कमाल्😀,0
बन्दीपुर टो लहान,0
बिशाल श्रेष्ठ बाइक कुदाउने कतै हाम्रो आशिक श्रेष्ठ दादा ता हैन नि,0
गो ग्रीन 💚,0
इ'म फ्रम इंग्ल्याण्ड बुट इ लव नेपाल 🇳🇵।,0
बिशाल थापा  तिम्रो गाडी ले बिगारेको हो रे रोड . तेस्तै भन्दैक्ष रुटिनीए,0
योउ क्यान'टी सी मी,0
आदित यादव आरएस राम यादववाई टीएमआरओ घर कस्तो फोहर ठाउ मा चा 🙂,0
ह्वाट अबाउट रंगेली टो बिराटनगर रोड?,0
यो मान्क्से लाई मा कता जादै एक्सयू पानी थाहा हुदैन होला यार😁😁,0
इट’स् मोर वर्स्ट थान इट सीन इन इमेजेज. इ आम फ्रम थेरे।,0
पोन्ड्स पाउडर 😌,0
"जे हो श्रावण मेयर 🙏
#श्रावण्यदव मेयर ओएफ मिर्चैया.",0
हबिबी  .....कोम टो डाउनी 😥😭😭,0
"सुरज सिंह दै 🤣
गभर्नमेन्ट पाउण्डर हु कि डेभलपमेन्ट स्प्रे हु ??",0
बिशाल शर्राफ दादा कति गाह्रो छ।,0
भोट हाल्दा मासु र बियर हेरेर हाल्छ ठिकै हो हाम्रो मिर्चैया धुलो मिर्चैया ।।।,0
वर्स्ट कन्डिसन,0
इट’स् ह्यापन ओन्ली नेपाल 😂,0
स्मार्ट सिटी 😅😁😁,0
थे रिटर्न ओएफ विन्टर ❄️🥶,0
"डीवी परेपछि आउने 
प्रेम प्रस्तावहरु स्वत: 
अस्वीकृत हुनेछन,
धन्यवाद !! 🙊",0
हुस्से लागेक्सा🤦‍♀️,0
फ्री को पाउडर 😄,0
समर सिजन विथ विन्टर वाइब।,0
सिरहा तेतिकै नामी जेन नि अहिहरू कारण ले नामी एक्सए सिरहा,0
रोन्ब प्लिज डोन'टी काल इट हाइवे,0
गुलोबल वार्मिङ को असर होकि,0
"सिरहा हो नि 😂😂 
नो इम्प्रुभमेन्ट",0
तेसै नेपाल टप १ मा आउदैँव टीडब्लू टप १ पोल्युशन कन्ट्री मा जथा🙄,0
यहा करेन्ट आरडब्लु प्रिभियस वनिराख्नु पर्दैन मैले जाने बुझे देखि नै यस्तै एक्सए यो,0
विथ मेकअप 🤣🤣🤣,0
न् मिर्चैया को रोड राम्रो न् मिर्चैया को केटी ध्रु राम्रो🤣🤣🤣....🙏,0
चुनाब मा यहि बाटो मस्त हुन्छ अनि भोट दिउ दिउ जस्तो लाग्छ...!! 😂😂,0
"थात'स् आ रिजन, इ आम नोट गोइङ टो होम 😏",0
"मिर्चैया नगरपालिका जन्ताकाे आवाज मिर्चैया नगरपालिका मिर्चैया कटारी चौक मिर्चैया, सिरहा हाम्रो मिर्चैया 

इनाउघ इस इनाउघ 

#शटर_क्लोज
#रोड_क्लोज",0
बडी दुभिधा है सिरहाली का🤣😔,0
धुलिखेलको भएको भए त्यो मोटरसाइकल पनि देखिँदैन थियो ।,0
कलरफुल डे,0
फ्री को पावर लगाउ गोरो बना !!,0
"के भाको आजा सचि
बिहान बिहान नै बल खेल्न गाको आखा पोलेर🙂",0
देव साह इस थात योउ ब्रदर राइडिङ ओन मोटरबाइक 🤭😁,0
मेरो जीवनसँङ मेल खान गए जस्तो छ ।,0
प्रकृति को धनी देश मा सास फेर्न मुस्किल एक्सए👀😅,0
समे इन माई प्लेस,0
कस्तो चिसो होला है ?🤔🙄😂,0
धन्यवाद सरकार,0
याय बाटो वयेर ध्रान जानु पर्ने चा 🥹🥹🥹,0
यसैलाइ भन्छन् दिउसै रात पर्या ! धन्यवाद प्रचन्नो सर्कार 😎,0
जे हन्क्स नेपाल मै हन्क्स,0
आजा लाइभ झेलेको एक्सयू,0
एल्विस केसी समे सिचुएसन इन उर एरिया टू 😭,0
हुसु लागेको हो,0
आबा कुन दिन बाटा देउसै तारा नी देखिन्क्सा🙇🤐😆,0
बे सेफ,0
हाम्रो मिर्चैया राम्रो मिर्चैया धुलै धुलोले भरिएको सफा मिर्चैया  🤣🤣,0
नत बातोमा पानी हालिने गरिन्छ नत अरु केही सबारी साधन मा धुलो र साबारी साध दुबै जोखिम उठैरहेका छन्  |,0
पोखरा को पानी तेस्तै एक्सए वाइ🙄,0
धूलो होकी कुइरो हो🤔,0
आच्छु कति जाडो हँ,0
मिर्चिया इस नोट फोर बिगिनर्स 😂😂,0
यो ताउ जाएले येस्ताए हो......😆,0
कसको मुटु मा आगो लागे एक्सए फेरी,0
"एक घर एक नेता भएको नगरी कटारी ।
     वडा चै नछुट्याउ बुझ्नेले आफै बुझिहाल्छन ।",0
कमिङ सुन जेएनके,0
हाम्रो तिर्व पानी एस्तै एक्सए 🥲,0
बुटवल नार्याङघाट हाइवे समे हो,0
मा नाइट मा सुतिरहेको बेला नि था पौक्सु मिर्चैया आइसको भनेर ..येसको रोड + फ्याक्टरी को स्मेल ले,0
कहिल्यै बन्छ 😂 🤣,0
"आज भन्दा करिब १० वर्ष पैले बाट नै यस्तो 
अझ यो भन्दा बढी त मिर्चया कटारी को चुरे क्षेत्र मा हेर्न पर्छ",0
जाडो बदेर्व कुइरो लागेको हो🥲,0
मेरो जिन्दगी जस्तै😒,0
लुकामारी खेल्न जानु पर्ला जस्तो छ ।,0
"किसनग के डिस्कभर ला का प्रेम्बा कता जाई है राई?
प्रभाष पाल संकल्प शर्मा",0
राजेश दै ले चुरोट तानेको धुवा रे 😄,0
आगो लगाउनी नि तेस्तै...बाटो बनाउनी नि तेस्तै...ल्याँग फ्याङ चा ताल सब को यहा...राम्रो सँग सास फेर्न नि पैराको चाइना...टाइट,0
पूर्ब घर ह्युनीलाई ध्रेइइ पीडा चा ☹️,0
ला साई हो🤣😂,0
"मलाई आजकाल सिरहा ठाउ पानी अनि त्य को मान्क्से नि मन पर्दैन,😅",0
😶कटारि मिर्चैया को  नै यहि छ हालत,0
इ’म जस्ट सेइङ,0
मिर्चैया टू कटारी हाइवे तिरा पानी ध्यान जाओस्।,0
खुच्चिङ😛😛😛,0
हुस्से लगेर्व दमादुमा एक्सए..,0
विन्टर्स क्लाउड्स 😳,0
हुस्सु लागेक्सा,0
मिर्चैया काहिलाई सुधारिने बाला जेन 😀😀,0
बाइक चालाको म्यानक्से मा हो है🤧,0
"हामी लाई हाबिट भइसक्यो आबा, मजा आउ एक्सए मिर्चैया घुम्न😂😂",0
येस आबा वोली क्सुट्टी,0
गर्दा उडा-दिया रे वैसब😂😂,0
मेरो क्यामरा बाटा किच्दा येस्तै आउक्सा😂,0
हाम्रो मिर्चैया राम्रो मिर्चैया 🤣🤣,0
राजेश दाइले चुरोट खायेर हो,0
हाम्रो सिरहा राम्रो सिरहा🤣😛,0
जहा पानी तेस्तै हो,0
सन्तोष साह के हु यार युबा नेता आफू लाई भनाइ तारा आफनै ठाउ यसतै हो भनाइ काया नेता भनाइ गराई टु.😂😂,0
ओएमजी कति चिसो होला,0
म घर के गरि जानू ?😆,0
सक्स टीडब्लू कसैले सिरहाली हो नाइट🤣🤣,0
थिका पर्या एक्सए,0
"स्मार्ट सिटी मिर्चैया 
हाम्रो मिर्चैया 
राम्रो मिर्चैया",0
अपन देश  अपन मधेश👎,0
ओहो,0
हाम्रो येता तेरा टीडब्लू लास्टै गर्मी एक्स त्य तेरा टीडब्लू चेसो रैक्सा है😑,0
"पाख राउटिनी 
वोली हाम्रो धुलिखेल क्वोक को फोटो किचेर पाथाउक्सु",0
धन्यबाद प्रचन सरकार👏🫡,0
मङ्शिर पौष तिराको फोटो हालेर झुक्याउँक्सा राउटिनी,0
जे घाँटी 😝,0
पोखरा मा टीडब्लू मै हराको जाउ 😂😂,0
सागर श्रेष्ठ धूम माछाले धूम🤣🤣,0
बिचारा त्यो बाइक बाला गोरो हुने वायो आबा 🤣🤣🤣,0
येस्तो बाटो बाटा आबा एमडब्लू घर कसरी जानु 😞,0
जस्ट लुकिङ लाइक वोव 😂😂,0
"दीपेन्द्र साह

केना यौ आहाके सुसुराली मे एना राखबाई ता केना होतै 🤣",0
धुलो हैन है हुस्सो लागेको हो 😂😂,0
फाइनली मिर्चिया को आयो🤣,0
नेपाल को लग्वग सबै बाटो येस्तै एक्सए,0
ठूलो पानी पारा जस्तो एक्सए,0
धुलो होला यो खासमा,0
अजय साह दै बनाउन लगाउन पर्यो के रोड,0
कस्तो कुहिरो लागेको 😐️,0
हाम्रो मिर्चैया महान मिर्चैया,0
इटाहारी मा नि एस्तै थियो।,0
देउसै रात परिदियेको मा सरकार लाई धेरै धेरै बढाई,0
धुलो उडाउदै😍,0
सच्चिदानन्द साह कानी ध्यान दियौ सिर . 🤣,0
धुलो खाउ स्वस्थ बनाउ,0
सिरहा का मान्क्से को मन जस्तै रेक्सा बाटो,0
भैंसी सँग ठोकियला है बिस्तारै जाउ 🤣,0
"बल्ल याद आयो सरकार 😬 ! 
अझै भोट हाल ताम्रा मरेका बुढापाका नेताहरुलाई ।भोट हाल्ने बेला चिया नाश्ता , मासु रक्सी खोज्नेहरुले बल्ल सास्ती खेपिराछन ।",0
मा आउदै एक्सयू है वेतना लाई जिटो आउ त्मिई✌️,0
हाम्रो कटारी राम्रो कटारी 🤣,0
धुवा हो,0
धुलिखेल-पाचखाल को बाटो हेर्या छस्?,0
त्यो बाइक वाला लाई धुमा चले वाला फिलिङ्स आइर होला🤣,0
जितेन्द्र चौधरी आशिष जैन कब टक ऐसे चलेगा .तारिक पे तारिक .चिफ  मिनिस्टर से जल्दी बाट किजिए .वे आरे कमन पियोपले तकलिफ हुमको होती है जनाब ए आलम ।,0
एती गर्मी मा पानी कति कुहिरो लागेको अव् मिर्चैया मा🤣,0
भिडियो खिचेर खुब राम्रो काम गर्या एक्सए राउटिन ले🤣🤣🤣,0
बिशाल चाम्लिङ राई मामा हामेरो सिरहा रमेरो सिरहा🤣,0
मेरो फोटो कसले टानेक्स फेरी 🙄🙄,0
इटाहारी टू,0
यो टीडब्लू केही होइन  अस्ति झण्डै मा हराको थिय जादा धुलो ले ☹️ लास्ट खराब,0
गरो एक्सए बैसाख जेष्ठ माए हुस्सुले तुवालोले सटायर हैरान 🤧,0
यो अहिले काम होला अस्ति टीडब्लू देरै थियो 🥲🥲,0
देखे पो हेर्नु पूरा बादल लाएको छ।,0
आशिष सिंह राजपुत कंग्र्याचुलेसन्स,0
"बाइक र स्कुटी ठोक्किएसि
सबैले बाइक वाला लाई दरो कराए कुटे अनि केटि लाई सोधे = कतै तिमी लाई चोट त लागेन ?
केटि : हैन सिक्ने बेलामा यति त भै हाल्छ नि 😋 😂",0
शर्ट कट आउदा वैगो नि हुलाकी सडक बाटा😂,0
